id,conversation_id,flow_id,step_id,direction,payload,content_type,message_order,interaction_order,created_at
783ea0d6-2e1f-4b4d-a7c3-0d09d90c4a05,673e4894-93d3-4270-b183-a6c4684d96fa,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""payload"":""👍😎""},""content_type"":""payload""}",payload,0,0,2023-06-13 09:39:46.061908
fd6cf1a5-2ec9-4260-8b76-f3f973481bfb,673e4894-93d3-4270-b183-a6c4684d96fa,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""payload"":""Wie noch was? 🤨""},""content_type"":""payload""}",payload,0,0,2023-06-13 09:39:55.105454
59e884ac-7cf8-4e1d-a125-ff6f6425c9d9,673e4894-93d3-4270-b183-a6c4684d96fa,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Oft hilft es, wenn du dir vorher überlegst, was dazwischen kommen könnte. Damit du vorbereitet bist, wenn das wirklich passiert.""},""content_type"":""text""}",text,5,0,2023-06-13 09:39:55.105454
81a85e56-7550-41fc-bfa0-7642b06aa22c,673e4894-93d3-4270-b183-a6c4684d96fa,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Und, was könnte bei dir dazwischen kommen?""},""content_type"":""text""}",text,8,0,2023-06-13 09:39:55.105454
5ca7c676-9429-42b6-bf77-f40c35bde7c3,673e4894-93d3-4270-b183-a6c4684d96fa,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Was könnte dich davon abhalten, die Aktivität zu machen? Also obwohl du es ja fest geplant hast!""},""content_type"":""text""}",text,2,0,2023-06-13 09:39:55.105454
2354653c-f266-46f2-ae67-65777e9aba72,673e4894-93d3-4270-b183-a6c4684d96fa,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Verstehe!""},""content_type"":""text""}",text,2,0,2023-06-13 09:40:24.134553
5ce93a45-6087-482c-afad-8fbb85f401a3,673e4894-93d3-4270-b183-a6c4684d96fa,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""text"":""Andere Dinge die ich unbedingt machen muss""},""content_type"":""text""}",text,0,0,2023-06-13 09:40:24.134553
1d454331-4dcb-4df1-8491-01a3ee20ee6d,673e4894-93d3-4270-b183-a6c4684d96fa,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Und wie kannst du verhindern, dass du von deiner Aktivität abgehalten wirst? 💡 Tipp: Erinnerungen im Kalender oder Unterstützung durch Freunde können auch helfen.""},""content_type"":""text""}",text,5,0,2023-06-13 09:40:24.134553
21329f96-e974-4dec-8c8a-b7e24738a8c3,673e4894-93d3-4270-b183-a6c4684d96fa,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Sehr gut! Jetzt haben wir schon mal einen Plan. 👍""},""content_type"":""text""}",text,2,0,2023-06-13 09:40:59.517078
312aba82-0c8e-4be9-9b02-6e32b151c240,673e4894-93d3-4270-b183-a6c4684d96fa,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""buttons"":[{""content"":{""accepts"":[""Gern!"",""Gern!""],""payload"":""Gern!"",""title"":""Gern!""},""content_type"":""button""},{""content"":{""accepts"":[""Wenn es sein muss!"",""Wenn es sein muss!""],""payload"":""Wenn es sein muss!"",""title"":""Wenn es sein muss!""},""content_type"":""button""}],""title"":""Lass mich das noch mal zusammenfassen, okay?""},""content_type"":""question""}",question,5,0,2023-06-13 09:40:59.517078
ff1c8674-3449-49dd-9fb6-2120627acee9,673e4894-93d3-4270-b183-a6c4684d96fa,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""text"":""Ein besseres Plan erstellen""},""content_type"":""text""}",text,0,0,2023-06-13 09:40:59.517078
a92f62bd-943b-48dd-acc6-0932c5ef6376,673e4894-93d3-4270-b183-a6c4684d96fa,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""1. Überlege, WAS du machen willst! 2. Überlege, WANN du es machen willst! 3. Trage es dir als Termin in deinen Kalender ein!""},""content_type"":""text""}",text,5,0,2023-06-13 09:41:15.708543
57bb15be-72ba-4ed0-965d-5a5c5ada87c1,673e4894-93d3-4270-b183-a6c4684d96fa,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""buttons"":[{""content"":{""accepts"":[""Danke!"",""Danke!""],""payload"":""Danke!"",""title"":""Danke!""},""content_type"":""button""},{""content"":{""accepts"":[""👍"",""👍""],""payload"":""👍"",""title"":""👍""},""content_type"":""button""}],""title"":""In diesen Schritten kannst du es ab jetzt immer angehen. Das hilft dir, die schönen Aktivitäten auch wirklich zu machen.""},""content_type"":""question""}",question,14,0,2023-06-13 09:41:15.708543
713ec0aa-3454-4de3-8729-69732662b83d,673e4894-93d3-4270-b183-a6c4684d96fa,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""4. Überlege, was dich davon ABHALTEN könnte! 5. Und, was du DAGEGEN tun kannst.""},""content_type"":""text""}",text,11,0,2023-06-13 09:41:15.708543
8c4ea24b-e8ac-45b7-9eec-9c3f28ebcc2f,673e4894-93d3-4270-b183-a6c4684d96fa,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""und""},""content_type"":""text""}",text,8,0,2023-06-13 09:41:15.708543
e7f0caea-7fe1-431b-a1c2-e958c67b367d,673e4894-93d3-4270-b183-a6c4684d96fa,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""payload"":""Gern!""},""content_type"":""payload""}",payload,0,0,2023-06-13 09:41:15.708543
e623fcd2-3526-4156-b515-aa7511965b99,673e4894-93d3-4270-b183-a6c4684d96fa,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Wenn du etwas Schönes machen möchtest, gehst du so vor:""},""content_type"":""text""}",text,2,0,2023-06-13 09:41:15.708543
b901e407-6d74-4c93-98ff-c4d1d360281e,673e4894-93d3-4270-b183-a6c4684d96fa,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Versuch in den nächsten Tagen mal, diese Methode anzuwenden. 🙏""},""content_type"":""text""}",text,5,0,2023-06-13 09:41:48.953436
6dfbab8c-59be-4a17-9799-80dd36139bd5,673e4894-93d3-4270-b183-a6c4684d96fa,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Okay, das war doch schon mal sehr gut! Ich bin stolz auf dich! 🤩""},""content_type"":""text""}",text,2,0,2023-06-13 09:41:48.953436
f2bfda6d-4f54-4db5-bacb-60a7e4b25191,673e4894-93d3-4270-b183-a6c4684d96fa,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""payload"":""Danke!""},""content_type"":""payload""}",payload,0,0,2023-06-13 09:41:48.953436
83736256-97aa-4a9d-bc1b-753628cd7fb0,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,start,SEND,"{""content"":{""text"":""Lass uns mal versuchen, ein paar Aktivitäten zu finden, die dir Spaß machen! 🙌""},""content_type"":""text""}",text,2,0,2023-06-13 10:12:21.419978
2494a8b3-9729-4166-ac73-1f0ed5c59a21,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,start,SEND,"{""content"":{""buttons"":[{""content"":{""accepts"":[""Ja, schon."",""Ja, schon.""],""payload"":""Ja, schon."",""title"":""Ja, schon.""},""content_type"":""button""},{""content"":{""accepts"":[""Geht eigentlich"",""Geht eigentlich""],""payload"":""Geht eigentlich"",""title"":""Geht eigentlich""},""content_type"":""button""}],""title"":""Fällt es dir schwer, eine positive Aktivität in deinen Alltag einzubauen?""},""content_type"":""question""}",question,2,0,2023-06-13 10:18:51.813298
eea86a56-5396-4ae4-829d-6f8ca06b7ab2,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,start,RECEIVE,"{""content"":{""payload"":""👍""},""content_type"":""payload""}",payload,0,0,2023-06-13 10:18:51.813298
b520e606-0d5d-45cd-aaab-5bfbcc3df8e8,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,start,SEND,"{""content"":{""buttons"":[{""content"":{""accepts"":[""Ich verstehe. 👌"",""Ich verstehe. 👌""],""payload"":""Ich verstehe. 👌"",""title"":""Ich verstehe. 👌""},""content_type"":""button""},{""content"":{""accepts"":[""Alles klar."",""Alles klar.""],""payload"":""Alles klar."",""title"":""Alles klar.""},""content_type"":""button""}],""title"":""Auch solche kleinen Aktivitäten können helfen, deine Stimmung zu verbessern und auf bessere Gedanken zu kommen.""},""content_type"":""question""}",question,11,0,2023-06-13 10:19:00.270381
aafbcb95-a72d-4767-baff-4ca6f90dec67,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,start,SEND,"{""content"":{""text"":""Manchmal kann es schon helfen, wenn du duschen gehst und dich danach frisch fühlst. 🚿""},""content_type"":""text""}",text,8,0,2023-06-13 10:19:00.270381
80233765-ec19-4ca7-b5be-d7bb9299b964,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,start,SEND,"{""content"":{""text"":""Aber: Positive Aktivitäten müssen keine große Sache sein!""},""content_type"":""text""}",text,5,0,2023-06-13 10:19:00.270381
e8992818-5b2b-49ff-b379-6ada362dcd71,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,start,SEND,"{""content"":{""text"":""Aber da bist du nicht allein! Viele haben genug für die Schule, Universität oder Arbeit 🧑💼 zu tun und nur wenig Freizeit.""},""content_type"":""text""}",text,2,0,2023-06-13 10:19:00.270381
f0a497c6-22b4-47a2-9b3b-2f3859d2abfe,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,start,RECEIVE,"{""content"":{""payload"":""Ja, schon.""},""content_type"":""payload""}",payload,0,0,2023-06-13 10:19:00.270381
714ef0ec-c11a-404e-8e83-10e59e5aff85,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,start,RECEIVE,"{""content"":{""payload"":""Alles klar.""},""content_type"":""payload""}",payload,0,0,2023-06-13 10:19:22.042153
b1e9a614-9f0f-4ea5-93c5-56bd41265489,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,start,SEND,"{""content"":{""text"":""Bestimmt kennst du ein paar Aktivitäten, bei denen du sagst, ...""},""content_type"":""text""}",text,2,0,2023-06-13 10:19:22.042153
a1e35e84-0437-4f51-83a0-d4ca0f2e7ff9,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,start,SEND,"{""content"":{""text"":""... das macht mir Spaß. 🎈 Dabei habe ich gute Laune. Dabei kann ich mich entspannen. 💆""},""content_type"":""text""}",text,5,0,2023-06-13 10:19:22.042153
01ed81a7-c322-4034-aeb1-409f1b2f219a,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,start,SEND,"{""content"":{""text"":""Lass uns doch mal 3 Aktivitäten sammeln, die dir im Alltag Freude machen könnten. Okay?""},""content_type"":""text""}",text,8,0,2023-06-13 10:19:22.042153
8d951aeb-0804-400c-865b-94cb60bb391d,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,start,SEND,"{""content"":{""buttons"":[{""content"":{""accepts"":[""Ich weiß was, lass uns starten!"",""Ich weiß was, lass uns starten!""],""payload"":""Ich weiß was, lass uns starten!"",""title"":""Ich weiß was, lass uns starten!""},""content_type"":""button""},{""content"":{""accepts"":[""Zeig mir bitte Beispiele"",""Zeig mir bitte Beispiele""],""payload"":""Zeig mir bitte Beispiele"",""title"":""Zeig mir bitte Beispiele""},""content_type"":""button""}],""title"":""Fällt dir was ein oder soll ich dir Beispiele zeigen?""},""content_type"":""question""}",question,11,0,2023-06-13 10:19:22.042153
77873fbf-ad6e-4a3d-bd7c-261c2958ce8a,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,start,RECEIVE,"{""content"":{""payload"":""Zeig mir bitte Beispiele""},""content_type"":""payload""}",payload,0,0,2023-06-13 10:19:44.640521
ff0620f6-b411-4449-9456-fcf8c9f145a1,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,beispielaktivitaeten,SEND,"{""content"":{""text"":""Okay, die zeige ich dir gerne!""},""content_type"":""text""}",text,2,1,2023-06-13 10:19:44.640521
2cd63c4b-ab18-4c9e-a02a-68577d7bc775,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,beispielaktivitaeten,SEND,"{""content"":{""text"":""Hier sind Aktivitäten, die anderen in deinem Alter Freude machen, wenn es ihnen nicht gut geht:""},""content_type"":""text""}",text,5,1,2023-06-13 10:19:44.640521
c6c33d44-5f10-434e-b038-3274bdea517a,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,beispielaktivitaeten,SEND,"{""content"":{""text"":""Sport machen, z.B. joggen 🏃‍♂️, mit Freund:innen treffen oder für jemanden kochen 🧑🍳""},""content_type"":""text""}",text,8,1,2023-06-13 10:19:44.640521
9165c457-deb5-4078-9614-86fb67145525,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,beispielaktivitaeten,SEND,"{""content"":{""buttons"":[{""content"":{""accepts"":[""Danke für die Tipps 💡"",""Danke für die Tipps 💡""],""payload"":""Danke für die Tipps 💡"",""title"":""Danke für die Tipps 💡""},""content_type"":""button""}],""title"":""Lieblingsmusik hören 🎧, Zocken 🕹, Im Internet surfen 🌐 🏄""},""content_type"":""question""}",question,11,1,2023-06-13 10:19:44.640521
a132c8a2-a2dd-4531-8e75-bee74d264bdd,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,beispielaktivitaeten,SEND,"{""content"":{""text"":""Ich bekomme zum Beispiel gute Laune, wenn ich mich mit netten Menschen unterhalten kann. 🥰""},""content_type"":""text""}",text,2,0,2023-06-13 10:20:07.021766
62cbbf6d-6f4e-405c-b2fa-232f003af81e,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,beispielaktivitaeten,RECEIVE,"{""content"":{""payload"":""Danke für die Tipps 💡""},""content_type"":""payload""}",payload,0,0,2023-06-13 10:20:07.021766
7e4aaad1-de58-400c-8c7b-9e608d09ad25,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,beispielaktivitaeten,SEND,"{""content"":{""buttons"":[{""content"":{""accepts"":[""Ja, danke!"",""Ja, danke!""],""payload"":""Ja, danke!"",""title"":""Ja, danke!""},""content_type"":""button""},{""content"":{""accepts"":[""Nein, leider nicht"",""Nein, leider nicht""],""payload"":""Nein, leider nicht"",""title"":""Nein, leider nicht""},""content_type"":""button""}],""title"":""Ich hoffe, das hat dir geholfen!""},""content_type"":""question""}",question,5,0,2023-06-13 10:20:07.021766
7caf25d3-4610-4081-9420-43db703f4ccb,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Was mach dir im Alltag Freude? Was ist die erste Aktivität, die dir einfällt?""},""content_type"":""text""}",text,5,1,2023-06-13 10:20:21.400011
f3c976bf-e17d-4e58-ac60-b02dc1a1bbce,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,beispielaktivitaeten,RECEIVE,"{""content"":{""payload"":""Nein, leider nicht""},""content_type"":""payload""}",payload,0,0,2023-06-13 10:20:21.400011
f8479f24-158b-4a7b-bd11-1d05f71cd7fa,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Super! Dann los! 🚀""},""content_type"":""text""}",text,2,1,2023-06-13 10:20:21.400011
5fdd33a3-d4c9-45a8-be24-871224efd9ed,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""text"":""Freunde treffen""},""content_type"":""text""}",text,0,0,2023-06-13 10:20:38.924633
d4cb6392-4985-4c9f-917f-c6e55818828e,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Danke. Und was ist die Zweite?""},""content_type"":""text""}",text,2,0,2023-06-13 10:20:38.924633
5de020b5-c8aa-4c83-80f9-a1b9f6a5cc94,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""text"":""Sport""},""content_type"":""text""}",text,0,0,2023-06-13 10:20:53.897587
eb6e2197-f44d-4514-a217-b6dd02e167cb,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""👍 Hast du noch eine dritte Aktivität für mich?""},""content_type"":""text""}",text,2,0,2023-06-13 10:20:53.897587
2239401d-c92c-42fd-81f5-7c36a5157750,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""text"":""Backen""},""content_type"":""text""}",text,0,0,2023-06-13 10:21:02.860705
53ef0981-9655-48a7-922a-b0badcd0a73a,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""buttons"":[{""content"":{""accepts"":[""Okay 👍"",""Okay 👍""],""payload"":""Okay 👍"",""title"":""Okay 👍""},""content_type"":""button""}],""title"":""Damit du die schönen Aktivitäten auch wirklich umsetzt, planen wir die jetzt einfach gemeinsam!""},""content_type"":""question""}",question,11,0,2023-06-13 10:21:02.860705
c7a1972d-477d-433a-8f9e-4c94a3bf689b,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Denke daran: Nur wenn du etwas machst, dann wird es dir langsam besser gehen!""},""content_type"":""text""}",text,8,0,2023-06-13 10:21:02.860705
930e882f-1012-42c3-bfb7-2dba651be0fe,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Wohoo! 🥳 Geschafft! Jetzt haben wir 3 Aktivitäten, die dir Freude machen.""},""content_type"":""text""}",text,5,0,2023-06-13 10:21:02.860705
a94325c6-b742-4030-a702-d82f3a29d655,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""payload"":""Okay 👍""},""content_type"":""payload""}",payload,0,0,2023-06-13 10:21:24.897457
5365370e-8307-46c6-9058-84cb97736a1f,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Etwas zu planen ergibt Sinn, da viele junge Menschen gestresst sind.""},""content_type"":""text""}",text,2,0,2023-06-13 10:21:24.897457
07fcc4c0-f7e0-49c9-964b-a8b96980fb3b,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""buttons"":[{""content"":{""accepts"":[""Ja, das kenne ich"",""Ja, das kenne ich""],""payload"":""Ja, das kenne ich"",""title"":""Ja, das kenne ich""},""content_type"":""button""},{""content"":{""accepts"":[""Nee, nicht wirklich"",""Nee, nicht wirklich""],""payload"":""Nee, nicht wirklich"",""title"":""Nee, nicht wirklich""},""content_type"":""button""}],""title"":""Kennst du das auch von dir?""},""content_type"":""question""}",question,5,0,2023-06-13 10:21:24.897457
14e6a8ee-65a2-49bd-bb4f-673a278a5700,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""buttons"":[{""content"":{""accepts"":[""👌 Klingt gut."",""👌 Klingt gut.""],""payload"":""👌 Klingt gut."",""title"":""👌 Klingt gut.""},""content_type"":""button""},{""content"":{""accepts"":[""Stimmt"",""Stimmt""],""payload"":""Stimmt"",""title"":""Stimmt""},""content_type"":""button""}],""title"":""Denn du hast was, auf das du dich freuen kannst. 🎉""},""content_type"":""question""}",question,5,0,2023-06-13 10:21:39.029066
d658cd4b-3eb1-4aa1-aff5-cbcf1e6ef2b3,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""payload"":""Nee, nicht wirklich""},""content_type"":""payload""}",payload,0,0,2023-06-13 10:21:39.029066
0bb53463-1f46-455b-824a-db1aad14ed01,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Wenn du nämlich positive Aktivitäten planst, bist du gleich etwas entspannter!""},""content_type"":""text""}",text,2,0,2023-06-13 10:21:39.029066
8eb6c4bc-9a19-4ec5-afc8-6c76a69f939d,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""payload"":""Stimmt""},""content_type"":""payload""}",payload,0,0,2023-06-13 10:21:52.236143
c8a48a20-c0c7-4dec-bc57-d6b9e8f6a661,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Lass uns das mal ausprobieren! Wir planen mal Aktivitäten, die dir Spaß machen!""},""content_type"":""text""}",text,2,0,2023-06-13 10:21:52.236143
10397cbb-5cf7-4c73-b55e-368da055cb52,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Pass dabei aber auf andere Termine auf. Die können wir ja nicht verändern. 📅""},""content_type"":""text""}",text,5,0,2023-06-13 10:21:52.236143
6f25ec95-9fc1-48fe-bd85-79fff913c12d,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Du musst dir für die schönen Aktivitäten einen echten Termin machen, dann ist es gleich viel einfacher...""},""content_type"":""text""}",text,8,0,2023-06-13 10:21:52.236143
7782c709-4484-4f0a-8def-4de8ff76a793,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""buttons"":[{""content"":{""accepts"":[""Okay"",""Okay""],""payload"":""Okay"",""title"":""Okay""},""content_type"":""button""}],""title"":""An sehr stressigen Tagen können die schönen Aktivitäten auch kurz sein: So zwischen 30 Sekunden und 15 Minuten.""},""content_type"":""question""}",question,11,0,2023-06-13 10:21:52.236143
207e1c6f-e7f1-42a8-9d9c-2d7e8a8d54d3,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""payload"":""Okay""},""content_type"":""payload""}",payload,0,0,2023-06-13 10:22:16.077286
e84e9e6b-af58-46b4-b73e-3889774e8f17,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Merke dir: Du musst wissen, 1. was du machen willst und 2. wann du es machen willst.""},""content_type"":""text""}",text,2,0,2023-06-13 10:22:16.077286
e1a7a0b1-18ad-47d3-b3b3-03ad51272f1d,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""buttons"":[{""content"":{""accepts"":[""👍"",""👍""],""payload"":""👍"",""title"":""👍""},""content_type"":""button""}],""title"":""Okay?""},""content_type"":""question""}",question,5,0,2023-06-13 10:22:16.077286
99c0462f-4c04-428c-bd66-37e4a517b061,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Erinnere dich nochmal an die 3 Aktivitäten, die du vorhin genannt hast: 1. Freunde treffen, 2. Sport und 3. Backen.""},""content_type"":""text""}",text,2,0,2023-06-13 10:22:27.153036
e0ea8a68-3997-4962-b955-b16917be06e4,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""payload"":""👍""},""content_type"":""payload""}",payload,0,0,2023-06-13 10:22:27.153036
16cc4bcb-636d-4fcb-a8f4-c4e026c5226e,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Eine Aktivität davon würde ich gerne genau mit dir planen. Eine reicht erstmal.""},""content_type"":""text""}",text,5,0,2023-06-13 10:22:27.153036
8a041a10-fab3-4361-85e9-18b263305c87,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""buttons"":[{""content"":{""accepts"":[""Freunde treffen"",""Freunde treffen""],""payload"":""Freunde treffen"",""title"":""Freunde treffen""},""content_type"":""button""},{""content"":{""accepts"":[""Sport"",""Sport""],""payload"":""Sport"",""title"":""Sport""},""content_type"":""button""},{""content"":{""accepts"":[""Backen"",""Backen""],""payload"":""Backen"",""title"":""Backen""},""content_type"":""button""}],""title"":""Welche der 3 möchtest du am liebsten mit mir planen?""},""content_type"":""question""}",question,8,0,2023-06-13 10:22:27.153036
4aa507ef-0b17-4f62-a356-c6f7852045eb,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Super! Jetzt wissen wir: WAS du machen willst.""},""content_type"":""text""}",text,2,0,2023-06-13 10:22:44.804468
9b5ab7cc-78a2-44c5-8ddb-52b6805fda13,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Dann lass uns schauen WANN!""},""content_type"":""text""}",text,5,0,2023-06-13 10:22:44.804468
b7e25e7d-2818-483f-b28c-edb28b060777,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Wie viel Zeit ungefähr brauchst du für diese Aktivität? Falls du dafür irgendwo hinfahren musst, plane auch An- und Abfahrt ein!""},""content_type"":""text""}",text,8,0,2023-06-13 10:22:44.804468
2192d91d-d5a6-4fb5-9033-446f2c5942f3,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""payload"":""Sport""},""content_type"":""payload""}",payload,0,0,2023-06-13 10:22:44.804468
0fc3783b-271e-4afe-9ff3-b424144d8b0a,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Okay, wie lange brauchst du?""},""content_type"":""text""}",text,11,0,2023-06-13 10:22:44.804468
10aabd59-4ecd-4ad8-8cb1-fb35c3f9295e,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Wann passt es für dich? An welchem Tag und zu welcher Uhrzeit?""},""content_type"":""text""}",text,5,0,2023-06-13 10:23:08.170565
086fa2d1-9b89-48cb-8aad-a5ac3f53cb48,3d580836-0526-4f36-85ca-8db2bc92a5d1,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""An welchem Tag hast du denn ausreichend Zeit, dass du diese Aktivität machen kannst? 📅""},""content_type"":""text""}",text,2,0,2023-06-13 10:23:08.170565
